嗚呼,ああ,aa,Ah!;Oh!;Alas!
受け止める,うけとめる,uketomeru,to catch;to stop the blow;to react to;to take
受け取り,うけとり,uketori,receipt
受け取る,うけとる,uketoru,to receive;to get;to accept;to take;to interpret;to understand
受身,うけみ,ukemi,passive;passive voice
受け持ち,うけもち,ukemochi,charge (of something);matter in one's charge
受け持つ,うけもつ,ukemotsu,to take (be in) charge of
受ける,うける,ukeru,to undertake;to accept;to take (lesson  test  damage);to undergo;to experience;to catch (e.g. a ball);to become popular
動かす,うごかす,ugokasu,to move;to shift;to set in motion;to operate;to inspire;to rouse;to influence;to mobilize;to deny;to change
動き,うごき,ugoki,movement;activity;trend;development;change
動く,うごく,ugoku,to move;to stir;to shift;to shake;to swing;to operate;to run;to go;to work;to be touched;to be influenced;to waver;to fluctuate;to vary;to change;to be transferred
兎,うさぎ,usagi,rabbit;hare;cony
牛,うし,ushi,cattle;cow
潮,うしお,ushio,tide
失う,うしなう,ushinau,to lose;to part with
氏,うじ,uji,family name
薄い,うすい,usui,thin;weak;watery;diluted
薄暗い,うすぐらい,usugurai,dim;gloomy
薄める,うすめる,usumeru,to dilute;to water down
渦,うず,uzu,swirl
埋まる,うずまる,uzumaru,to be buried;to be surrounded;to overflow;to be filled
埋める,うずめる,uzumeru,to bury (e.g. one's face in hands)
埋める,うずめる,uzumeru,to bury (e.g. one's face in hands)
嘘,うそ,uso,lie;falsehood;incorrect fact;inappropriate
嘘つき,うそつき,usotsuki,liar (sometimes said with not much seriousness);fibber
歌,うた,uta,song;poetry
歌,うた,uta,song;poetry
歌う,うたう,utau,to sing
疑う,うたがう,utagau,to doubt;to distrust;to be suspicious of;to suspect
転寝,うたたね,utatane,dozing;napping on the floor (in one's clothes)
家,うち,uchi,house (one's own)
内,うち,uchi,inside
打ち明ける,うちあける,uchiakeru,to be frank;to speak one's mind;to open one's heart
打ち合わせ,うちあわせ,uchiawase,business meeting;previous arrangement;appointment
打ち合わせる,うちあわせる,uchiawaseru,to knock together;to arrange
打ち切る,うちきる,uchikiru,to stop;to abort;to discontinue;to close
打ち消し,うちけし,uchikeshi,negation;denial;negative
打ち消す,うちけす,uchikesu,to deny;to negate;to contradict
打ち込む,うちこむ,uchikomu,to drive in (e.g. nail  stake);to devote oneself to;to shoot into;to smash;to throw into;to cast into
宇宙,うちゅう,uchuu,universe;cosmos;space
団扇,うちわ,uchiwa,fan
内訳,うちわけ,uchiwake,the items;breakdown;classification
,うっかり,ukkari,carelessly;thoughtlessly;inadvertently
訴え,うったえ,uttae,lawsuit;complaint
訴える,うったえる,uttaeru,to sue (a person);to resort to;to appeal to
鬱陶しい,うっとうしい,uttoushii,gloomy;depressing
打つ,うつ,utsu,to hit;to strike
討つ,うつ,utsu,to attack;to avenge
撃つ,うつ,utsu,to attack;to defeat;to destroy
美しい,うつくしい,utsukushii,beautiful;lovely
写し,うつし,utsushi,copy;duplicate;facsimile;transcript
移す,うつす,utsusu,to remove;to transfer;to infect
写す,うつす,utsusu,to film;to transcribe;to duplicate;to reproduce;to trace;to describe;to picture;to photograph;to imitate
映す,うつす,utsusu,to project;to reflect;to cast (shadow)
俯く,うつむく,utsumuku,to hang one's head for shame
移る,うつる,utsuru,to move (house);to be infected;to be contagious;to transfer (department)
写る,うつる,utsuru,to be photographed;to be projected
映る,うつる,utsuru,to be reflected;to harmonize with;to come out (photo)
空ろ,うつろ,utsuro,blank;cavity;hollow;empty (space)
器,うつわ,utsuwa,bowl;vessel;container
器,うつわ,utsuwa,bowl;vessel;container
雨天,うてん,uten,rainy weather
腕,うで,ude,arm
腕前,うでまえ,udemae,ability;skill;facility
饂飩,うどん,udon,noodles (Japanese)
促す,うながす,unagasu,to urge;to press;to suggest;to demand;to stimulate;to quicken;to incite;to invite (attention to)
頷く,うなずく,unazuku,to nod;to bow one's head in assent
唸る,うなる,unaru,to groan;to moan;to roar;to howl;to growl;to hum;to buzz;to sough
自惚れ,うぬぼれ,unubore,pretension;conceit;hubris
奪う,うばう,ubau,to snatch away
馬,うま,uma,1.  horse; 2.  promoted bishop (shogi)
甘い,うまい,umai,delicious
生まれ,うまれ,umare,birth;birth-place
生まれつき,うまれつき,umaretsuki,by nature;by birth;native
生まれる,うまれる,umareru,to be born
海,うみ,umi,sea;beach
海,うみ,umi,sea;beach
海路,うみじ,umiji,sea route
産む,うむ,umu,to give birth;to deliver;to produce
有無,うむ,umu,yes or no;existence;flag indicator (comp);presence or absence marker
梅,うめ,ume,plum;plum-tree;lowest (of a three-tier ranking system)
埋め込む,うめこむ,umekomu,to bury
梅干,うめぼし,umeboshi,dried plum
敬う,うやまう,uyamau,to show respect;to honour
末,うら,ura,top end;tip
裏,うら,ura,reverse side;wrong side;back;undersurface;inside;palm;sole;opposite;rear;lining;last half (of an inning)
末,うら,ura,top end;tip
裏返し,うらがえし,uragaeshi,inside out;upside down
裏返す,うらがえす,uragaesu,to turn inside out;to turn the other way;to turn (something) over
裏切る,うらぎる,uragiru,to betray;to turn traitor to;to double-cross
裏口,うらぐち,uraguchi,backdoor;rear entrance
占う,うらなう,uranau,to forecast;to predict
恨み,うらみ,urami,resentment
恨む,うらむ,uramu,to curse;to feel bitter
羨ましい,うらやましい,urayamashii,envious;enviable
羨む,うらやむ,urayamu,to envy
売上,うりあげ,uriage,amount sold;proceeds
売り切れ,うりきれ,urikire,sold-out
売り切れる,うりきれる,urikireru,to be sold out
売り出し,うりだし,uridashi,(bargain) sale
売り出す,うりだす,uridasu,to put on sale;to market;to become popular
売り場,うりば,uriba,place where things are sold;salesfloor;counter (in shop)
売る,うる,uru,to sell
得る,うる,uru,to obtain;to acquire
潤う,うるおう,uruou,to be moist;to be damp;to get wet;to profit by;to be watered;to receive benefits;to favor;to charm;to steepen
五月蝿い,うるさい,urusai,noisy;loud;fussy
嬉しい,うれしい,ureshii,happy;glad;pleasant
売れ行き,うれゆき,ureyuki,sales
売れる,うれる,ureru,to be sold
,うろうろ,urouro,loiteringly;aimless wandering
浮気,うわき,uwaki,flighty;fickle;wanton;unfaithful
上着,うわぎ,uwagi,coat;tunic;jacket;outer garment
噂,うわさ,uwasa,rumour;report;gossip;common talk
上手,うわて,uwate,1.  upper part;upper stream;left side (of a stage); 2.  skillful (only in comparisons);dexterity (only in comparisons)
上回る,うわまわる,uwamawaru,to exceed
植わる,うわる,uwaru,to be planted
,うん,un,yeah;uh huh
運,うん,un,fortune;luck
運営,うんえい,unei,management;administration;operation
運河,うんが,unga,canal;waterway
,うんざり,unzari,tedious;boring;being fed up with
運送,うんそう,unsou,shipping;marine transportation
運賃,うんちん,unchin,freight rates;shipping expenses;fare
運転,うんてん,unten,operation;motion;driving
運動,うんどう,undou,motion;exercise
云々,うんぬん,unnun,and so on;and so forth;comment
運搬,うんぱん,unpan,transport;carriage
運命,うんめい,unmei,fate
運輸,うんゆ,unyu,transportation
運用,うんよう,unyou,making use of;application;investment;practical use
柄,え,e,handle;grip
絵,え,e,picture;drawing;painting;sketch
会,え,e,understanding
柄,え,e,handle;grip
重,え,e,-fold;-ply
重,え,e,-fold;-ply
,えい,ei,ray (fish)
永遠,えいえん,eien,eternity;perpetuity;immortality;permanence
映画,えいが,eiga,movie;film
永久,えいきゅう,eikyuu,eternity;perpetuity;immortality
影響,えいきょう,eikyou,influence;effect
営業,えいぎょう,eigyou,business;trade;management
英語,えいご,eigo,the English language
映写,えいしゃ,eisha,projection
英字,えいじ,eiji,English letter (character)
衛星,えいせい,eisei,satellite
衛生,えいせい,eisei,health;hygiene;sanitation;medical
映像,えいぞう,eizou,reflection;image
英文,えいぶん,eibun,sentence in English
英雄,えいゆう,eiyuu,hero;great man
栄養,えいよう,eiyou,nutrition;nourishment
英和,えいわ,eiwa,English-Japanese (e.g. dictionary)
,ええ,ee,yes
,ええと,eeto,let me see;well;er....
笑顔,えがお,egao,smiling face
描く,えがく,egaku,to draw;to paint;to sketch;to depict;to describe
液,えき,eki,liquid;fluid
駅,えき,eki,station
役,えき,eki,war;campaign;battle
液体,えきたい,ekitai,liquid;fluid
餌,えさ,esa,feed;bait
枝,えだ,eda,branch;bow;twig;limb
閲覧,えつらん,etsuran,inspection;reading
絵の具,えのぐ,enogu,colors;paints
獲物,えもの,emono,game;spoils;trophy
偉い,えらい,erai,great;celebrated;eminent;terrible;awful;famous;remarkable;excellent
選ぶ,えらぶ,erabu,to choose;to select
襟,えり,eri,neck;collar;lapel;neckband
縁,えん,en,chance;fate;destiny;relation;bonds;connection;karma
縁,えん,en,chance;fate;destiny;relation;bonds;connection;karma
円,えん,en,Yen;circle
塩,えん,en,salt
艶,えん,en,charming;fascinating;voluptuous
縁,えん,en,chance;fate;destiny;relation;bonds;connection;karma
円,えん,en,Yen;circle
園,えん,en,garden (esp. man-made)
宴会,えんかい,enkai,party;banquet
円滑,えんかつ,enkatsu,harmony;smoothness
縁側,えんがわ,engawa,veranda;porch;balcony;open corridor
沿岸,えんがん,engan,coast;shore
延期,えんき,enki,postponement;adjournment
婉曲,えんきょく,enkyoku,euphemistic;circumlocution;roundabout;indirect;insinuating
演技,えんぎ,engi,acting;performance
園芸,えんげい,engei,horticulture;gardening
演劇,えんげき,engeki,play (theatrical)
円周,えんしゅう,enshuu,circumference
演習,えんしゅう,enshuu,practice;exercises;manoeuvers
演出,えんしゅつ,enshutsu,production (e.g. play);direction
援助,えんじょ,enjyo,assistance;aid;support
演じる,えんじる,enjiru,to perform (a play);to play (a part);to act (a part);to commit (a blunder)
演ずる,えんずる,enzuru,to perform;to play
沿線,えんせん,ensen,along railway line
演説,えんぜつ,enzetsu,speech;address
演奏,えんそう,ensou,musical performance
遠足,えんそく,ensoku,trip;hike;picnic
縁談,えんだん,endan,marriage proposal;engagement
延長,えんちょう,enchou,extension;elongation;prolongation;lengthening
煙突,えんとつ,entotsu,chimney
遠方,えんぽう,enpou,long way;distant place
円満,えんまん,enman,perfection;harmony;peace;smoothness;completeness;satisfaction;integrity
遠慮,えんりょ,enryo,diffidence;restraint;reserve
尾,お,o,tail;ridge
於,お,o,at;in;on
甥,おい,oi,nephew
甥,おい,oi,nephew
追い掛ける,おいかける,oikakeru,to chase or run after someone;to run down;to pursue
追い越す,おいこす,oikosu,to pass (e.g. car);to outdistance;to outstrip
追い込む,おいこむ,oikomu,to herd;to corner;to drive
美味しい,おいしい,oishii,delicious;tasty
追い出す,おいだす,oidasu,to expel;to drive out
追い付く,おいつく,oitsuku,to overtake;to catch up (with)
於いて,おいて,oite,at;in;on
お出でになる,おいでになる,oideninaru,to be
老いる,おいる,oiru,to age;to grow old
負う,おう,ou,to bear;to owe
王,おう,ou,1.  king;ruler;sovereign;monarch; 2.  king (for senior player) (shogi)
追う,おう,ou,to chase;to run after
応援,おうえん,ouen,aid;assistance;help;reinforcement;rooting;barracking;support;cheering
応急,おうきゅう,oukyuu,emergency
黄金,おうごん,ougon,gold
王様,おうさま,ousama,king
黄色,おうしょく,oushoku,yellow
往診,おうしん,oushin,doctor's visit;house call
王子,おうじ,ouji,prince
王女,おうじょ,oujyo,princess
応じる,おうじる,oujiru,to respond;to satisfy;to accept;to comply with;to apply for
応ずる,おうずる,ouzuru,to answer;to respond;to meet;to satisfy;to accept
応接,おうせつ,ousetsu,reception
応対,おうたい,outai,receiving;dealing with
横断,おうだん,oudan,crossing
往復,おうふく,oufuku,round trip;coming and going;return ticket
欧米,おうべい,oubei,Europe and America;the West
応募,おうぼ,oubo,subscription;application
応用,おうよう,ouyou,application;put to practical use
終える,おえる,oeru,to finish
,おおい,ooi,hey!
多い,おおい,ooi,many;numerous
大いに,おおいに,ooini,very;much;greatly
覆う,おおう,oou,to cover;to hide;to conceal;to wrap;to disguise
大方,おおかた,ookata,perhaps;almost all;majority
大柄,おおがら,oogara,large build;large pattern
大きい,おおきい,ookii,big;large;great
大げさ,おおげさ,oogesa,grandiose;exaggerated
大事,おおごと,oogoto,important;valuable;serious matter
大ざっぱ,おおざっぱ,oozapa,rough (as in not precise);broad;sketchy
大筋,おおすじ,oosuji,outline;summary
大空,おおぞら,oozora,heaven;firmament;the sky
大通り,おおどおり,oodoori,main street
大幅,おおはば,oohaba,full width;large scale;drastic
大水,おおみず,oomizu,flood
大家,おおや,ooya,landlord;landlady
大家,おおや,ooya,landlord;landlady
公,おおやけ,ooyake,official;public;formal;open;governmental
大凡,おおよそ,ooyoso,about;roughly;as a rule;approximately
丘,おか,oka,hill;height;knoll;rising ground
お母さん,おかあさん,okaasan,mother
お蔭,おかげ,okage,(your) backing;assistance
